,코스피,코스닥
2015-07-16,2087.89,774.4
2015-07-17,2076.79,773.23
2015-07-20,2073.31,782.64
2015-07-21,2083.62,781.99
2015-07-22,2064.73,776.57
2015-07-23,2065.07,776.99
2015-07-24,2045.96,776.26
2015-07-27,2038.81,751.04
2015-07-28,2039.1,745.24
2015-07-29,2037.62,730.47
2015-07-30,2019.03,712.86
2015-07-31,2030.16,725.06
2015-08-03,2008.49,714.34
2015-08-04,2027.99,730.03
2015-08-05,2029.76,741.26
2015-08-06,2013.29,747.74
2015-08-07,2010.23,751.49
2015-08-10,2003.17,746.34
2015-08-11,1986.65,732.26
2015-08-12,1975.47,717.2
2015-08-13,1983.46,731.36
2015-08-17,1968.52,722.01
2015-08-18,1956.26,699.8
2015-08-19,1939.38,670.55
2015-08-20,1914.55,656.71
2015-08-21,1876.07,627.05
2015-08-24,1829.81,613.33
2015-08-25,1846.63,645.43
2015-08-26,1894.09,667.44
2015-08-27,1908.0,673.71
2015-08-28,1937.67,687.96
2015-08-31,1941.49,687.11
2015-09-01,1914.23,672.94
2015-09-02,1915.22,678.02
2015-09-03,1915.53,678.25
2015-09-04,1886.04,650.45
2015-09-07,1883.22,648.8
2015-09-08,1878.68,638.22
2015-09-09,1934.2,660.67
2015-09-10,1962.11,668.29
2015-09-11,1941.37,669.87
2015-09-14,1931.46,662.88
2015-09-15,1937.56,666.75
2015-09-16,1975.45,676.48
2015-09-17,1976.49,671.05
2015-09-18,1995.95,690.18
2015-09-21,1964.68,688.9
2015-09-22,1982.06,693.67
2015-09-23,1944.64,680.28
2015-09-24,1947.1,683.88
2015-09-25,1942.85,682.7
2015-09-30,1962.81,678.48
2015-10-01,1979.32,684.79
2015-10-02,1969.68,686.42
2015-10-05,1978.25,691.19
2015-10-06,1990.65,689.06
2015-10-07,2005.84,679.83
2015-10-08,2019.53,674.97
2015-10-12,2021.63,672.96
2015-10-13,2019.05,672.82
2015-10-14,2009.55,668.92
2015-10-15,2033.27,676.05
2015-10-16,2030.26,681.73
2015-10-19,2030.27,684.29
2015-10-20,2039.36,691.21
2015-10-21,2042.98,686.5
2015-10-22,2023.0,676.3
2015-10-23,2040.4,681.97
2015-10-26,2048.08,690.73
2015-10-27,2044.65,688.32
2015-10-28,2042.51,693.53
2015-10-29,2034.16,690.63
2015-10-30,2029.47,683.63
2015-11-02,2035.24,680.01
2015-11-03,2048.4,682.13
2015-11-04,2052.77,686.18
2015-11-05,2049.41,694.43
2015-11-06,2041.07,694.21
2015-11-09,2025.7,671.84
2015-11-10,1996.59,656.7
2015-11-11,1997.27,667.21
2015-11-12,1993.36,672.99
2015-11-13,1973.29,670.52
2015-11-16,1943.02,659.2
2015-11-17,1963.58,672.17
2015-11-18,1962.88,670.67
2015-11-19,1988.91,680.57
2015-11-20,1989.86,685.16
2015-11-23,2003.7,688.29
2015-11-24,2016.29,687.86
2015-11-25,2009.42,688.78
2015-11-26,2030.68,693.42
2015-11-27,2028.99,694.21
2015-11-30,1991.97,688.38
2015-12-01,2023.93,691.95
2015-12-02,2009.29,690.32
2015-12-03,1994.07,690.77
2015-12-04,1974.4,685.77
2015-12-07,1963.67,683.34
2015-12-08,1949.04,668.42
2015-12-09,1948.24,664.08
2015-12-10,1952.07,658.08
2015-12-11,1948.62,653.48
2015-12-14,1927.82,630.37
2015-12-15,1932.97,639.78
2015-12-16,1969.4,647.27
2015-12-17,1977.96,658.11
2015-12-18,1975.32,667.45
2015-12-21,1981.19,668.65
2015-12-22,1992.56,663.42
2015-12-23,1999.22,659.6
2015-12-24,1990.65,656.53
2015-12-28,1964.06,652.05
2015-12-29,1966.31,673.22
2015-12-30,1961.31,682.35
2016-01-04,1918.76,677.79
2016-01-05,1930.53,684.07
2016-01-06,1925.43,687.27
2016-01-07,1904.33,679.66
2016-01-08,1917.62,682.56
2016-01-11,1894.84,674.96
2016-01-12,1890.86,671.3
2016-01-13,1916.28,686.03
2016-01-14,1900.01,683.19
2016-01-15,1878.87,678.43
2016-01-18,1878.45,683.63
2016-01-19,1889.64,681.25
2016-01-20,1845.45,669.68
2016-01-21,1840.53,665.84
2016-01-22,1879.43,670.95
2016-01-25,1893.43,681.43
2016-01-26,1871.69,678.85
2016-01-27,1897.87,675.25
2016-01-28,1906.94,681.29
2016-01-29,1912.06,682.8
2016-02-01,1924.82,685.55
2016-02-02,1906.6,684.86
2016-02-03,1890.67,680.94
2016-02-04,1916.26,683.62
2016-02-05,1917.79,681.31
2016-02-11,1861.54,647.69
2016-02-12,1835.28,608.45
2016-02-15,1862.2,621.37
2016-02-16,1888.3,634.95
2016-02-17,1883.94,623.49
2016-02-18,1908.84,638.43
2016-02-19,1916.24,644.56
2016-02-22,1916.36,650.14
2016-02-23,1914.22,642.31
2016-02-24,1912.53,643.98
2016-02-25,1918.57,646.27
2016-02-26,1920.16,649.3
2016-02-29,1916.66,651.62
2016-03-02,1947.42,662.25
2016-03-03,1958.17,669.01
2016-03-04,1955.63,673.84
2016-03-07,1957.87,672.21
2016-03-08,1946.12,674.32
2016-03-09,1952.95,679.64
2016-03-10,1969.33,687.6
2016-03-11,1971.41,689.17
2016-03-14,1972.27,691.05
2016-03-15,1969.97,693.34
2016-03-16,1974.9,693.44
2016-03-17,1987.99,691.49
2016-03-18,1992.12,695.02
2016-03-21,1989.76,692.42
2016-03-22,1996.81,691.51
2016-03-23,1995.12,689.39
2016-03-24,1985.97,686.26
2016-03-25,1983.81,683.2
2016-03-28,1982.54,676.51
2016-03-29,1994.91,686.5
2016-03-30,2002.14,691.13
2016-03-31,1995.85,688.38
2016-04-01,1973.57,690.69
2016-04-04,1978.97,696.98
2016-04-05,1962.74,695.7
2016-04-06,1971.32,694.03
2016-04-07,1973.89,697.13
2016-04-08,1972.05,697.1
2016-04-11,1970.37,693.01
2016-04-12,1981.32,693.45
2016-04-14,2015.93,693.42
2016-04-15,2014.71,695.62
2016-04-18,2009.1,695.34
2016-04-19,2011.36,701.68
2016-04-20,2005.83,699.86
2016-04-21,2022.1,701.62
2016-04-22,2015.49,703.05
2016-04-25,2014.55,703.7
2016-04-26,2019.63,702.06
2016-04-27,2015.4,699.52
2016-04-28,2000.93,699.7
2016-04-29,1994.15,699.77
2016-05-02,1978.15,690.27
2016-05-03,1986.41,698.66
2016-05-04,1976.71,694.17
2016-05-09,1967.81,691.82
2016-05-10,1982.5,700.23
2016-05-11,1980.1,703.94
2016-05-12,1977.49,705.04
2016-05-13,1966.99,704.37
2016-05-16,1967.91,701.46
2016-05-17,1968.06,695.95
2016-05-18,1956.73,683.87
2016-05-19,1946.78,679.39
2016-05-20,1947.67,684.92
2016-05-23,1955.25,691.0
2016-05-24,1937.68,687.71
2016-05-25,1960.51,689.33
2016-05-26,1957.06,687.94
2016-05-27,1969.17,691.54
2016-05-30,1967.13,692.06
2016-05-31,1983.4,698.45
2016-06-01,1982.72,700.03
2016-06-02,1985.11,701.15
2016-06-03,1985.84,701.43
2016-06-07,2011.63,704.77
2016-06-08,2027.08,703.99
2016-06-09,2024.17,705.08
2016-06-10,2017.63,706.81
2016-06-13,1979.06,695.61
2016-06-14,1972.03,692.94
2016-06-15,1968.83,694.66
2016-06-16,1951.99,680.25
2016-06-17,1953.4,678.86
2016-06-20,1981.12,688.95
2016-06-21,1982.7,688.55
2016-06-22,1992.58,688.18
2016-06-23,1986.71,679.52
2016-06-24,1925.24,647.16
2016-06-27,1926.85,648.12
2016-06-28,1936.22,659.3
2016-06-29,1956.36,669.88
2016-06-30,1970.35,675.09
2016-07-01,1987.32,684.26
2016-07-04,1995.3,688.15
2016-07-05,1989.85,692.73
2016-07-06,1953.12,685.51
2016-07-07,1974.08,695.95
2016-07-08,1963.1,692.6
2016-07-11,1988.54,697.25
2016-07-12,1991.23,699.4
2016-07-13,2005.55,702.65
2016-07-14,2008.77,703.34
2016-07-15,2017.26,700.28
2016-07-18,2021.11,700.9
2016-07-19,2016.89,702.44
2016-07-20,2015.46,705.03
2016-07-21,2012.22,708.12
2016-07-22,2010.34,707.54
2016-07-25,2012.32,704.96
2016-07-26,2027.34,705.4
2016-07-27,2025.05,701.09
2016-07-28,2021.1,703.78
2016-07-29,2016.19,706.24
2016-08-01,2029.61,703.72
2016-08-02,2019.03,700.9
2016-08-03,1994.79,698.32
2016-08-04,2000.03,701.67
2016-08-05,2017.94,696.09
2016-08-08,2031.12,696.43
2016-08-09,2043.78,700.73
2016-08-10,2044.64,707.46
2016-08-11,2048.8,703.33
2016-08-12,2050.47,705.18
2016-08-16,2047.76,698.87
2016-08-17,2043.75,693.67
2016-08-18,2055.47,696.93
2016-08-19,2056.24,696.2
2016-08-22,2042.16,688.15
2016-08-23,2049.93,687.38
2016-08-24,2043.76,687.78
2016-08-25,2042.92,683.96
2016-08-26,2037.5,680.43
2016-08-29,2032.35,663.58
2016-08-30,2039.74,667.61
2016-08-31,2034.65,663.69
2016-09-01,2032.72,671.29
2016-09-02,2038.31,676.91
2016-09-05,2060.08,679.49
2016-09-06,2066.53,679.26
2016-09-07,2061.88,672.49
2016-09-08,2063.73,667.4
2016-09-09,2037.87,664.99
2016-09-12,1991.48,652.91
2016-09-13,1999.36,660.15
2016-09-19,2015.78,666.64
2016-09-20,2025.71,674.51
2016-09-21,2035.99,678.28
2016-09-22,2049.7,685.24
2016-09-23,2054.07,688.59
2016-09-26,2047.11,686.76
2016-09-27,2062.82,687.99
2016-09-28,2053.06,686.76
2016-09-29,2068.72,689.83
2016-09-30,2043.63,681.21
2016-10-04,2054.86,685.88
2016-10-05,2053.0,685.44
2016-10-06,2065.3,684.33
2016-10-07,2053.8,675.9
2016-10-10,2056.82,674.74
2016-10-11,2031.93,670.64
2016-10-12,2033.73,669.95
2016-10-13,2015.44,663.09
2016-10-14,2022.66,664.92
2016-10-17,2027.61,659.83
2016-10-18,2040.43,660.29
2016-10-19,2040.94,661.26
2016-10-20,2040.6,655.68
2016-10-21,2033.0,651.77
2016-10-24,2047.74,647.88
2016-10-25,2037.17,640.17
2016-10-26,2013.89,635.51
2016-10-27,2024.12,648.57
2016-10-28,2019.42,640.17
2016-10-31,2008.19,624.68
2016-11-01,2007.39,626.38
2016-11-02,1978.94,606.06
2016-11-03,1983.8,609.99
2016-11-04,1982.02,610.82
2016-11-07,1997.58,622.17
2016-11-08,2003.38,624.19
2016-11-09,1958.38,599.74
2016-11-10,2002.6,623.23
2016-11-11,1984.43,621.89
2016-11-14,1974.4,621.23
2016-11-15,1967.53,617.43
2016-11-16,1979.65,627.83
2016-11-17,1980.55,627.76
2016-11-18,1974.58,620.26
2016-11-21,1966.05,609.33
