,기업공시코드,시장
1268,A072950,코스닥
1269,A008470,코스닥
1270,A021820,코스피
1271,A153490,코스닥
1272,A045510,코스닥
1273,A009520,코스닥
1274,A198440,코스닥
1275,A101170,코스닥
1276,A225570,코스닥
1277,A207940,코스피
1278,A054800,코스닥
1279,A143160,코스닥
1280,A010040,코스피
1281,A041650,코스피
1282,A010140,코스피
1283,A052400,코스닥
1284,A086980,코스닥
1285,A081970,코스닥
1286,A004100,코스피
1287,A032190,코스닥
1288,A036800,코스닥
1289,A153360,코스피
1290,A172580,코스피
1291,A003230,코스피
1292,A098120,코스닥
1293,A073540,코스닥
1294,A121440,코스닥
1295,A215000,코스닥
1296,A056360,코스닥
1297,A022100,코스닥
1298,A114450,코스닥
1299,A250000,코스닥
1300,A070590,코스닥
1301,A031980,코스닥
1302,A179900,코스닥
1303,A058850,코스피
1304,A214370,코스닥
1305,A115390,코스피
1306,A049430,코스닥
1307,A003530,코스피
1308,A029960,코스닥
1309,A005500,코스피
1310,A024830,코스닥
1311,A035460,코스닥
1312,A023600,코스닥
1313,A010960,코스피
1314,A033290,코스닥
1315,A101330,코스닥
1316,A099190,코스닥
1317,A041510,코스닥
1318,A006090,코스피
1319,A039020,코스닥
1320,A007660,코스피
1321,A005090,코스피
1322,A012800,코스피
1323,A060370,코스닥
1324,A144960,코스닥
1325,A002800,코스닥
1326,A336260,코스피
1327,A003000,코스피
1328,A204320,코스피
1329,A080010,코스닥
1330,A094840,코스닥
1331,A128540,코스닥
1332,A089470,코스피
1333,A009440,코스피
1334,A244920,코스피
1335,A016610,코스피
1336,A003920,코스피
1337,A030960,코스닥
1338,A293480,코스피
1339,A298060,코스닥
1340,A950180,코스닥
1341,A012510,코스피
1342,A294140,코스닥
1343,A900340,코스닥
1344,A009830,코스피
1345,A137310,코스피
1346,A006040,코스피
1347,A051900,코스피
1348,A013360,코스피
1349,A078520,코스피
1350,A377190,코스피
1351,A950210,코스피
1352,A010280,코스닥
1353,A003850,코스피
1354,A199820,코스닥
1355,A294870,코스피
1356,A009970,코스피
1357,A003070,코스피
1358,A026870,코스피
1359,A123410,코스닥
1360,A016420,코스피
1361,A060910,코스닥
1362,A064960,코스피
1363,A074600,코스닥
1364,A000140,코스피
1365,A045260,코스닥
1366,A122350,코스닥
1367,A049800,코스피
1368,A065310,코스닥
1369,A000660,코스피
1370,A025920,코스닥
1371,A053800,코스닥
1372,A052650,코스닥
1373,A018310,코스닥
1374,A000120,코스피
1375,A004550,코스피
1376,A008930,코스피
1377,A053620,코스닥
1378,A000240,코스피
1379,A089150,코스닥
1380,A088350,코스피
1381,A004840,코스피
1382,A054040,코스닥
1383,A071840,코스피
1384,A021240,코스피
1385,A046110,코스닥
1386,A011170,코스피
1387,A014470,코스닥
1388,A018880,코스피
1389,A080470,코스닥
1390,A067160,코스닥
1391,A002270,코스피
1392,A042420,코스닥
1393,A011420,코스피
1394,A051310,코스피
1395,A030190,코스닥
1396,A010050,코스피
1397,A025900,코스닥
1398,A002030,코스피
1399,A131030,코스닥
1400,A001630,코스피
1401,A010460,코스피
1402,A131370,코스닥
1403,A037270,코스피
1404,A094820,코스닥
1405,A073190,코스닥
1406,A079430,코스피
1407,A021960,코스피
1408,A008000,코스피
1409,A008490,코스피
1410,A093050,코스피
1411,A037400,코스닥
1412,A009180,코스피
1413,A192520,코스피
1414,A192530,코스피
1415,A041830,코스닥
1416,A060980,코스피
1417,A025850,코스피
1418,A000700,코스피
1419,A013570,코스피
1420,A005940,코스피
1421,A200130,코스닥
1422,A006650,코스피
1423,A207720,코스닥
1424,A182360,코스닥
1425,A078020,코스닥
1426,A079950,코스닥
1427,A035080,코스닥
1428,A138930,코스피
1429,A051390,코스닥
1430,A108790,코스닥
1431,A044780,코스닥
1432,A016880,코스피
1433,A033830,코스닥
1434,A002250,코스피
1435,A012450,코스피
1436,A102260,코스피
1437,A002550,코스피
1438,A104200,코스닥
1439,A028260,코스피
1440,A013700,코스피
1441,A019770,코스닥
1442,A000860,코스피
1443,A200880,코스피
1444,A036120,코스닥
1445,A036490,코스닥
1446,A004000,코스피
1447,A067280,코스닥
1448,A047050,코스피
1449,A022220,코스닥
1450,A060250,코스닥
1451,A001380,코스피
1452,A052270,코스닥
1453,A057030,코스닥
1454,A002720,코스피
1455,A007820,코스닥
1456,A030530,코스닥
1457,A011280,코스피
1458,A019300,코스피
1459,A006800,코스피
1460,A080420,코스닥
1461,A026040,코스닥
1462,A208140,코스닥
1463,A052260,코스닥
1464,A007540,코스피
1465,A208350,코스닥
1466,A211270,코스닥
1467,A130500,코스닥
1468,A005610,코스피
1469,A078070,코스닥
1470,A054620,코스닥
1471,A090730,코스닥
1472,A005740,코스피
1473,A038500,코스닥
1474,A217600,코스닥
1475,A049520,코스닥
1476,A227840,코스피
1477,A221950,코스닥
1478,A095660,코스닥
1479,A012320,코스피
1480,A226320,코스피
1481,A107590,코스피
1482,A001800,코스피
1483,A001500,코스피
1484,A002620,코스피
1485,A039610,코스닥
1486,A950110,코스닥
1487,A252500,코스닥
1488,A094850,코스닥
1489,A047400,코스피
1490,A004990,코스피
1491,A000990,코스피
1492,A037560,코스피
1493,A005830,코스피
1494,A007340,코스피
1495,A029460,코스피
1496,A027410,코스피
1497,A215100,코스닥
1498,A214150,코스닥
1499,A006120,코스피
1500,A192400,코스피
1501,A225590,코스닥
1502,A263770,코스닥
1503,A016170,코스닥
1504,A267250,코스피
1505,A251270,코스피
1506,A039570,코스피
1507,A015360,코스피
1508,A012630,코스피
1509,A003380,코스닥
1510,A035760,코스닥
1511,A003300,코스피
1512,A079440,코스피
1513,A225430,코스닥
1514,A003030,코스피
1515,A230240,코스닥
1516,A003670,코스닥
1517,A222040,코스닥
1518,A144620,코스피
1519,A058860,코스피
1520,A139670,코스닥
1521,A001530,코스피
1522,A019010,코스닥
1523,A161390,코스피
1524,A023890,코스닥
1525,A239340,코스닥
1526,A009540,코스피
1527,A071460,코스닥
1528,A256630,코스닥
1529,A303030,코스닥
1530,A250930,코스닥
1531,A264850,코스닥
1532,A014100,코스닥
1533,A081660,코스피
1534,A281740,코스닥
1535,A010120,코스피
1536,A322510,코스닥
1537,A006890,코스피
1538,A008560,코스피
1539,A014580,코스피
1540,A104460,코스닥
1541,A008060,코스피
1542,A036830,코스닥
1543,A178920,코스닥
1544,A001880,코스피
1545,A273060,코스닥
1546,A320000,코스닥
1547,A238120,코스닥
1548,A004440,코스피
1549,A339950,코스닥
1550,A126560,코스피
1551,A335890,코스닥
1552,A016250,코스닥
1553,A336370,코스피
1554,A309930,코스닥
1555,A000210,코스피
1556,A033660,코스피
1557,A036530,코스피
1558,A003570,코스피
1559,A319400,코스닥
1560,A013520,코스피
1561,A287410,코스닥
1562,A000270,코스피
1563,A003410,코스피
1564,A011760,코스피
1565,A065530,코스닥
1566,A002990,코스피
1567,A043370,코스닥
1568,A002820,코스피
1569,A101730,코스닥
1570,A039010,코스닥
1571,A333430,코스닥
1572,A108320,코스닥
1573,A001120,코스피
1574,A108670,코스피
1575,A036030,코스닥
1576,A260930,코스닥
1577,A001770,코스피
1578,A340360,코스닥
1579,A291230,코스닥
1580,A006980,코스피
1581,A331380,코스닥
1582,A321260,코스닥
1583,A144510,코스닥
1584,A340440,코스닥
1585,A351320,코스닥
1586,A310870,코스닥
1587,A359090,코스닥
1588,A369370,코스닥
1589,A026890,코스피
1590,A373200,코스닥
1591,A005490,코스피
1592,A368770,코스닥
1593,A298870,코스닥
1594,A058430,코스피
1595,A069260,코스피
1596,A336060,코스닥
1597,A001430,코스피
1598,A363260,코스닥
1599,A336570,코스닥
1600,A323280,코스닥
1601,A214180,코스닥
1602,A234340,코스닥
1603,A391710,코스닥
1604,A328380,코스닥
1605,A333050,코스닥
1606,A100030,코스닥
1607,A335870,코스닥
1608,A331520,코스닥
1609,A002870,코스피
1610,A352700,코스닥
1611,A119860,코스닥
1612,A010420,코스피
1613,A037350,코스닥
1614,A072020,코스닥
1615,A039290,코스닥
1616,A054940,코스닥
1617,A017650,코스닥
1618,A035610,코스닥
1619,A033130,코스닥
1620,A068930,코스닥
1621,A066620,코스닥
1622,A046140,코스닥
1623,A021320,코스닥
1624,A023460,코스닥
1625,A028080,코스닥
1626,A083550,코스닥
1627,A024660,코스닥
1628,A036190,코스닥
1629,A052710,코스닥
1630,A019260,코스닥
1631,A014970,코스닥
1632,A049480,코스닥
1633,A034310,코스피
1634,A014820,코스피
1635,A005720,코스피
1636,A045100,코스닥
1637,A006400,코스피
1638,A007860,코스피
1639,A012750,코스피
1640,A001460,코스피
1641,A006730,코스닥
1642,A001000,코스닥
1643,A036570,코스피
1644,A040610,코스닥
1645,A049830,코스닥
1646,A035510,코스피
1647,A155660,코스피
1648,A004590,코스닥
1649,A072870,코스닥
1650,A151860,코스닥
1651,A003550,코스피
1652,A002020,코스피
1653,A006260,코스피
1654,A002790,코스피
1655,A229640,코스피
1656,A123890,코스피
1657,A096770,코스피
1658,A159650,코스피
1659,A155900,코스피
1660,A083380,코스피
1661,A083620,코스피
1662,A092230,코스피
1663,A100250,코스피
1664,A083370,코스피
1665,A003090,코스피
1666,A010770,코스피
1667,A016450,코스피
1668,A001040,코스피
1669,A072710,코스피
1670,A084690,코스피
1671,A006880,코스피
1672,A095570,코스피
1673,A034830,코스피
1674,A001940,코스피
1675,A241560,코스피
1676,A000590,코스피
1677,A005810,코스피
1678,A058650,코스피
1679,A003480,코스피
1680,A025530,코스피
1681,A101060,코스피
1682,A023450,코스피
1683,A950140,코스닥
1684,A900130,코스닥
1685,A900290,코스닥
1686,A900250,코스닥
1687,A900270,코스닥
1688,A048830,코스닥
1689,A077360,코스닥
1690,A097870,코스닥
1691,A036640,코스닥
1692,A002100,코스피
1693,A007590,코스피
1694,A003080,코스피
1695,A138490,코스피
1696,A088390,코스닥
1697,A041520,코스닥
1698,A105330,코스닥
1699,A073560,코스닥
1700,A025870,코스닥
1701,A171090,코스닥
1702,A004800,코스피
1703,A010640,코스피
1704,A000050,코스피
1705,A263800,코스닥
1706,A014940,코스닥
1707,A290740,코스닥
1708,A073110,코스닥
1709,A005820,코스피
1710,A272210,코스피
1711,A900310,코스닥
1712,A063570,코스닥
1713,A034810,코스닥
1714,A094360,코스닥
1715,A190650,코스닥
1716,A007700,코스피
1717,A009160,코스피
1718,A000150,코스피
1719,A002420,코스피
1720,A024940,코스닥
1721,A294570,코스닥
1722,A083450,코스닥
1723,A039830,코스닥
1724,A078340,코스닥
1725,A037620,코스피
1726,A052790,코스닥
1727,A083930,코스닥
1728,A015020,코스피
1729,A069080,코스닥
1730,A039130,코스피
1731,A016360,코스피
1732,A007210,코스피
1733,A065510,코스닥
1734,A054050,코스닥
1735,A097950,코스피
1736,A003690,코스피
1737,A005930,코스피
1738,A033200,코스닥
1739,A066310,코스닥
1740,A041460,코스닥
1741,A012200,코스피
1742,A009290,코스피
1743,A051710,코스닥
1744,A066900,코스닥
1745,A084370,코스닥
1746,A102710,코스닥
1747,A032960,코스닥
1748,A019680,코스피
1749,A000810,코스피
1750,A053350,코스닥
1751,A075130,코스닥
1752,A032830,코스피
1753,A014680,코스피
1754,A023590,코스피
1755,A042110,코스닥
1756,A001740,코스피
1757,A043650,코스닥
1758,A033920,코스피
1759,A069410,코스닥
1760,A009680,코스피
1761,A066130,코스닥
1762,A010520,코스피
1763,A000370,코스피
1764,A008870,코스피
1765,A032640,코스피
1766,A067010,코스닥
1767,A054950,코스닥
1768,A044450,코스피
1769,A033270,코스피
1770,A094940,코스닥
1771,A033780,코스피
1772,A037070,코스닥
1773,A019990,코스닥
1774,A004080,코스피
1775,A051490,코스닥
1776,A033320,코스닥
1777,A008370,코스닥
1778,A035150,코스피
1779,A033560,코스닥
1780,A023910,코스닥
1781,A005440,코스피
1782,A086450,코스닥
1783,A017900,코스피
1784,A077500,코스피
1785,A051360,코스닥
1786,A068290,코스피
1787,A005250,코스피
1788,A005710,코스닥
1789,A042700,코스피
1790,A003610,코스피
1791,A075180,코스피
1792,A036670,코스닥
1793,A064480,코스닥
1794,A012610,코스피
1795,A042600,코스닥
1796,A009240,코스피
1797,A002530,코스피
1798,A041930,코스닥
1799,A098460,코스닥
1800,A000400,코스피
1801,A085370,코스닥
1802,A009420,코스피
1803,A145990,코스피
1804,A004020,코스피
1805,A078000,코스피
1806,A138040,코스피
1807,A000060,코스피
1808,A002460,코스피
1809,A079370,코스닥
1810,A036000,코스닥
1811,A079000,코스닥
1812,A017960,코스피
1813,A004130,코스피
1814,A009410,코스피
1815,A065710,코스닥
1816,A149950,코스닥
1817,A046390,코스닥
1818,A045060,코스닥
1819,A001300,코스피
1820,A040420,코스닥
1821,A038390,코스닥
1822,A011320,코스닥
1823,A067900,코스닥
1824,A039030,코스닥
1825,A004250,코스피
1826,A000080,코스피
1827,A004360,코스피
1828,A126640,코스닥
1829,A043150,코스닥
1830,A002840,코스피
1831,A015760,코스피
1832,A007770,코스닥
1833,A030000,코스피
1834,A010620,코스피
1835,A004090,코스피
1836,A115500,코스닥
1837,A086390,코스닥
1838,A112610,코스피
1839,A067770,코스닥
1840,A123750,코스닥
1841,A131290,코스닥
1842,A053300,코스닥
1843,A003620,코스피
1844,A004700,코스피
1845,A015710,코스닥
1846,A001720,코스피
1847,A033630,코스닥
1848,A119850,코스닥
1849,A000830,코스피
1850,A000020,코스피
1851,A053870,코스닥
1852,A007330,코스닥
1853,A121600,코스닥
1854,A011700,코스피
1855,A001340,코스피
1856,A001520,코스피
1857,A005380,코스피
1858,A012330,코스피
1859,A119500,코스닥
1860,A028050,코스피
1861,A050860,코스닥
1862,A019180,코스피
1863,A068330,코스닥
1864,A102120,코스닥
1865,A063170,코스닥
1866,A099410,코스닥
1867,A072130,코스피
1868,A003450,코스피
1869,A024910,코스닥
1870,A093370,코스피
1871,A002810,코스피
1872,A045660,코스닥
1873,A001790,코스피
1874,A003460,코스피
1875,A011210,코스피
1876,A053160,코스닥
1877,A023900,코스닥
1878,A050760,코스닥
1879,A108380,코스닥
1880,A014570,코스닥
1881,A035200,코스닥
1882,A030610,코스피
1883,A160980,코스닥
1884,A139130,코스피
1885,A056190,코스닥
1886,A002140,코스피
1887,A105560,코스피
1888,A017940,코스피
1889,A008420,코스피
1890,A230360,코스닥
1891,A002310,코스피
1892,A005300,코스피
1893,A268280,코스피
1894,A228850,코스닥
1895,A196170,코스닥
1896,A155650,코스닥
1897,A070960,코스피
1898,A093320,코스닥
1899,A039420,코스닥
1900,A004490,코스피
1901,A225330,코스닥
1902,A200780,코스닥
1903,A051910,코스피
1904,A263860,코스닥
1905,A138250,코스피
1906,A039440,코스닥
1907,A062860,코스닥
1908,A263750,코스닥
1909,A014830,코스피
1910,A003800,코스닥
1911,A042500,코스닥
1912,A035720,코스피
1913,A092870,코스닥
1914,A046890,코스닥
1915,A039340,코스닥
1916,A058470,코스닥
1917,A006580,코스닥
1918,A006140,코스닥
1919,A300720,코스피
1920,A255440,코스닥
1921,A060480,코스닥
1922,A222800,코스닥
1923,A140670,코스닥
1924,A024070,코스피
1925,A216050,코스닥
1926,A009460,코스피
1927,A000910,코스피
1928,A306200,코스피
1929,A005360,코스피
1930,A053580,코스닥
1931,A000500,코스피
1932,A090080,코스피
1933,A225650,코스닥
1934,A010660,코스피
1935,A247540,코스닥
1936,A238490,코스닥
1937,A021050,코스피
1938,A192650,코스피
1939,A192820,코스피
1940,A143240,코스닥
1941,A055550,코스피
1942,A052670,코스닥
1943,A215200,코스닥
1944,A075580,코스피
1945,A256150,코스닥
1946,A069620,코스피
1947,A043360,코스닥
1948,A115610,코스닥
1949,A001450,코스피
1950,A163560,코스피
1951,A013890,코스피
1952,A353200,코스피
1953,A319660,코스닥
1954,A134380,코스피
1955,A032940,코스닥
1956,A213090,코스닥
1957,A019170,코스피
1958,A063160,코스피
1959,A170030,코스닥
1960,A089970,코스닥
1961,A170790,코스닥
1962,A041190,코스닥
1963,A285490,코스닥
1964,A124560,코스닥
1965,A041920,코스닥
1966,A099750,코스닥
1967,A017550,코스피
1968,A337930,코스닥
1969,A290720,코스닥
1970,A110990,코스닥
1971,A061250,코스닥
1972,A140070,코스닥
1973,A267980,코스닥
1974,A238200,코스닥
1975,A139480,코스피
1976,A272450,코스피
1977,A299910,코스닥
1978,A032850,코스닥
1979,A104480,코스닥
1980,A079550,코스피
1981,A079940,코스닥
1982,A293580,코스닥
1983,A023760,코스닥
1984,A004830,코스피
1985,A024950,코스닥
1986,A036690,코스닥
1987,A147830,코스닥
1988,A090430,코스피
1989,A033100,코스닥
1990,A049720,코스닥
1991,A383310,코스닥
1992,A007160,코스피
1993,A306040,코스닥
1994,A007070,코스피
1995,A092780,코스피
1996,A053210,코스피
1997,A347740,코스닥
1998,A010690,코스피
1999,A092190,코스닥
2000,A039310,코스닥
2001,A024900,코스피
2002,A011780,코스피
2003,A072990,코스닥
2004,A001070,코스피
2005,A377450,코스닥
2006,A262260,코스닥
2007,A402340,코스피
2008,A219420,코스닥
2009,A322180,코스닥
2010,A085620,코스피
2011,A361610,코스피
2012,A225190,코스닥
2013,A290270,코스닥
2014,A299900,코스닥
2015,A187270,코스닥
2016,A262840,코스닥
2017,A223250,코스닥
2018,A099430,코스닥
2019,A138070,코스닥
2020,A347770,코스닥
2021,A003670,코스피
2022,A010130,코스피
2023,A065680,코스닥
2024,A091700,코스닥
2025,A159580,코스닥
2026,A005670,코스닥
2027,A389140,코스닥
2028,A073240,코스피
2029,A027050,코스닥
2030,A007610,코스피
2031,A128910,코스닥
2032,A053000,코스피
2033,A071320,코스피
2034,A014440,코스피
2035,A048430,코스닥
2036,A003310,코스닥
2037,A067130,코스닥
2038,A900030,코스피
2039,A084010,코스피
2040,A004170,코스피
2041,A009780,코스닥
2042,A066690,코스닥
2043,A011390,코스피
2044,A071200,코스닥
2045,A012690,코스피
2046,A000650,코스피
2047,A023350,코스피
2048,A023530,코스피
2049,A008700,코스피
2050,A004560,코스피
2051,A086280,코스피
2052,A000720,코스피
2053,A009070,코스피
2054,A025890,코스피
2055,A075970,코스닥
2056,A086790,코스피
2057,A033280,코스닥
2058,A042820,코스닥
2059,A031430,코스피
2060,A056010,코스닥
2061,A021060,코스닥
2062,A042340,코스닥
2063,A002670,코스닥
2064,A006350,코스피
2065,A094700,코스닥
2066,A015200,코스닥
2067,A012400,코스피
2068,A047040,코스피
2069,A068630,코스닥
2070,A003160,코스피
2071,A007200,코스피
2072,A025610,코스피
2073,A950070,코스피
2074,A000470,코스피
2075,A029780,코스피
2076,A025880,코스닥
2077,A047810,코스피
2078,A071050,코스피
2079,A001130,코스피
2080,A093520,코스닥
2081,A900150,코스닥
2082,A039740,코스닥
2083,A026180,코스닥
2084,A001310,코스피
2085,A007800,코스피
2086,A020180,코스닥
2087,A034830,코스닥
2088,A021080,코스닥
2089,A069960,코스피
2090,A016140,코스닥
2091,A036920,코스닥
2092,A003350,코스피
2093,A003600,코스피
2094,A950100,코스피
2095,A081220,코스닥
2096,A004690,코스피
2097,A093410,코스피
2098,A093400,코스피
2099,A099210,코스피
2100,A052600,코스닥
2101,A031920,코스닥
2102,A016560,코스피
2103,A002360,코스피
2104,A027830,코스닥
2105,A098660,코스닥
2106,A004060,코스피
2107,A082930,코스닥
2108,A025770,코스닥
2109,A117580,코스피
2110,A016710,코스피
2111,A004940,코스피
2112,A037330,코스닥
2113,A010950,코스피
2114,A001810,코스닥
2115,A000100,코스피
2116,A066270,코스닥
2117,A092130,코스닥
2118,A031330,코스닥
2119,A014990,코스피
2120,A071090,코스피
2121,A082640,코스피
2122,A036210,코스닥
2123,A006280,코스피
2124,A158380,코스닥
2125,A036580,코스피
2126,A079980,코스피
2127,A045300,코스닥
2128,A002780,코스피
2129,A002000,코스피
2130,A005180,코스피
2131,A049770,코스피
2132,A035250,코스피
2133,A003240,코스피
2134,A031440,코스피
2135,A002380,코스피
2136,A011230,코스피
2137,A000760,코스피
2138,A012700,코스닥
2139,A120030,코스피
2140,A009470,코스피
2141,A001840,코스닥
2142,A101990,코스피
2143,A048470,코스닥
2144,A005560,코스피
2145,A068870,코스피
2146,A006060,코스피
2147,A122900,코스피
2148,A005680,코스피
2149,A024110,코스피
2150,A123690,코스피
2151,A025550,코스닥
2152,A002350,코스피
2153,A008770,코스피
2154,A079660,코스피
2155,A010100,코스피
2156,A004370,코스피
2157,A000950,코스피
2158,A149130,코스피
2159,A122870,코스닥
2160,A053280,코스닥
2161,A004890,코스피
2162,A034300,코스피
2163,A092630,코스피
2164,A183190,코스피
2165,A016090,코스피
2166,A003650,코스피
2167,A014130,코스피
2168,A104120,코스피
2169,A003100,코스닥
2170,A079650,코스닥
2171,A000440,코스닥
2172,A079170,코스닥
2173,A025950,코스닥
2174,A004320,코스닥
2175,A006570,코스피
2176,A000480,코스피
2177,A114090,코스피
2178,A088790,코스피
2179,A000970,코스피
2180,A004310,코스피
2181,A052460,코스닥
2182,A009150,코스피
2183,A104700,코스피
2184,A071670,코스닥
2185,A001680,코스피
2186,A128940,코스피
2187,A067730,코스닥
2188,A130580,코스닥
2189,A134060,코스닥
2190,A033250,코스피
2191,A110570,코스피
2192,A185750,코스피
2193,A017390,코스피
2194,A000180,코스피
2195,A004650,코스닥
2196,A051630,코스피
2197,A003780,코스피
2198,A002290,코스닥
2199,A002760,코스피
2200,A036480,코스닥
2201,A001420,코스피
2202,A136480,코스닥
2203,A103230,코스닥
2204,A025820,코스피
2205,A018260,코스피
2206,A208870,코스닥
2207,A045340,코스닥
2208,A000030,코스피
2209,A058400,코스닥
2210,A010240,코스닥
2211,A053260,코스닥
2212,A017510,코스닥
2213,A189860,코스닥
2214,A017040,코스피
2215,A000680,코스피
2216,A100660,코스닥
2217,A011500,코스피
2218,A069730,코스피
2219,A010470,코스닥
2220,A192440,코스닥
2221,A147760,코스닥
2222,A090970,코스피
2223,A090980,코스피
2224,A090990,코스피
2225,A091000,코스피
2226,A133750,코스닥
2227,A004200,코스피
2228,A001510,코스피
2229,A096870,코스닥
2230,A232330,코스닥
2231,A006920,코스닥
2232,A066570,코스피
2233,A002600,코스피
2234,A257730,코스닥
2235,A271980,코스피
2236,A028150,코스닥
2237,A263810,코스닥
2238,A055490,코스피
2239,A246720,코스닥
2240,A081000,코스피
2241,A032560,코스피
2242,A009140,코스피
2243,A008830,코스닥
2244,A061970,코스닥
2245,A057050,코스피
2246,A240810,코스닥
2247,A068270,코스피
2248,A024060,코스닥
2249,A023810,코스피
2250,A093380,코스닥
2251,A311390,코스닥
2252,A317320,코스닥
2253,A091990,코스닥
2254,A033050,코스닥
2255,A103590,코스피
2256,A002690,코스피
2257,A228340,코스닥
2258,A101530,코스피
2259,A031510,코스닥
2260,A237820,코스닥
2261,A198080,코스닥
2262,A008500,코스피
2263,A100700,코스닥
2264,A302430,코스닥
2265,A019540,코스닥
2266,A050960,코스닥
2267,A203450,코스닥
2268,A353490,코스닥
2269,A094970,코스닥
2270,A212560,코스닥
2271,A332370,코스닥
2272,A310840,코스닥
2273,A307930,코스닥
2274,A131090,코스닥
2275,A131180,코스닥
2276,A044490,코스닥
2277,A340570,코스닥
2278,A317850,코스닥
2279,A317530,코스닥
2280,A349720,코스닥
2281,A267850,코스피
2282,A377630,코스닥
2283,A380320,코스닥
2284,A189330,코스닥
2285,A040300,코스닥
2286,A344050,코스닥
2287,A042000,코스닥
2288,A347890,코스닥
2289,A318010,코스닥
2290,A289220,코스닥
2291,A008110,코스피
2292,A318020,코스닥
2293,A376180,코스닥
2294,A388050,코스닥
2295,A373220,코스피
2296,A348030,코스닥
2297,A019440,코스피
2298,A006220,코스피
2299,A366030,코스닥
2300,A290520,코스닥
2301,A381970,코스피
2302,A316140,코스피
2303,A047730,코스닥
2304,A020000,코스피
2305,A123550,코스닥
2306,A124050,코스닥
2307,A101790,코스피
2308,A101680,코스닥
2309,A007480,코스피
2310,A011560,코스닥
2311,A007690,코스피
2312,A121950,코스닥
2313,A038990,코스닥
2314,A136490,코스피
2315,A123290,코스닥
2316,A900010,코스닥
2317,A013030,코스닥
2318,A900060,코스닥
2319,A004970,코스피
2320,A015890,코스피
2321,A013990,코스닥
2322,A068060,코스닥
2323,A213500,코스피
2324,A210540,코스피
2325,A032540,코스닥
2326,A092730,코스닥
2327,A236200,코스닥
2328,A005860,코스닥
2329,A007310,코스피
2330,A002200,코스피
2331,A267290,코스피
2332,A264900,코스피
2333,A271560,코스피
2334,A175330,코스피
2335,A060380,코스닥
2336,A093190,코스닥
2337,A282330,코스피
2338,A264450,코스닥
2339,A002170,코스피
2340,A285130,코스피
2341,A284740,코스피
2342,A280360,코스피
2343,A090360,코스닥
2344,A298000,코스피
2345,A298040,코스피
2346,A298020,코스피
2347,A298050,코스피
2348,A078140,코스닥
2349,A344820,코스피
2350,A357780,코스닥
2351,A033170,코스닥
2352,A195870,코스피
2353,A375500,코스피
2354,A353810,코스닥
2355,A357250,코스피
2356,A334890,코스피
2357,A348950,코스피
2358,A350520,코스피
2359,A267270,코스피
2360,A383220,코스피
2361,A037710,코스피
2362,A383800,코스피
2363,A034120,코스피
2364,A025000,코스피
2365,A002240,코스피
2366,A400760,코스피
2367,A380440,코스피
2368,A293940,코스피
2369,A357430,코스피
2370,A115960,코스닥
2371,A338100,코스피
2372,A361570,코스닥
2373,A334970,코스닥
2374,A000430,코스피
2375,A004010,코스피
2376,A001200,코스피
2377,A104830,코스닥
2378,A001250,코스피
2379,A109860,코스닥
2380,A014300,코스피
2381,A005850,코스피
2382,A034590,코스피
2383,A020710,코스닥
2384,A017890,코스닥
2385,A013870,코스피
2386,A002300,코스피
2387,A094280,코스피
2388,A001560,코스피
2389,A101490,코스닥
2390,A111770,코스피
2391,A103140,코스피
2392,A069510,코스닥
2393,A007810,코스피
2394,A003200,코스피
2395,A005160,코스닥
2396,A100130,코스닥
2397,A009200,코스피
2398,A015230,코스피
2399,A194480,코스닥
2400,A092440,코스피
2401,A189690,코스닥
2402,A025540,코스피
2403,A003960,코스피
2404,A014710,코스피
2405,A192080,코스닥
2406,A049070,코스닥
2407,A013580,코스피
2408,A145720,코스피
2409,A016740,코스피
2410,A267260,코스피
2411,A263720,코스닥
2412,A001820,코스피
2413,A035000,코스피
2414,A006620,코스닥
2415,A277070,코스닥
2416,A289080,코스닥
2417,A009580,코스피
2418,A263600,코스닥
2419,A253450,코스닥
2420,A241770,코스닥
2421,A251970,코스닥
2422,A166090,코스닥
2423,A004710,코스피
2424,A192080,코스피
2425,A115180,코스닥
2426,A084850,코스닥
2427,A330350,코스닥
2428,A307950,코스피
2429,A263690,코스닥
2430,A126340,코스닥
2431,A023160,코스닥
2432,A123700,코스피
2433,A288330,코스닥
2434,A163730,코스닥
2435,A290690,코스닥
2436,A239610,코스닥
2437,A248070,코스피
2438,A012620,코스닥
2439,A357230,코스닥
2440,A317400,코스피
2441,A326030,코스피
2442,A282690,코스피
2443,A032750,코스닥
2444,A203400,코스닥
2445,A377300,코스피
2446,A187660,코스닥
2447,A259960,코스피
2448,A376980,코스닥
2449,A257720,코스닥
2450,A089860,코스피
2451,A214320,코스피
2452,A376290,코스닥
2453,A365550,코스피
2454,A006660,코스피
2455,A389260,코스닥
2456,A265520,코스닥
2457,A001270,코스피
2458,A365900,코스닥
2459,A393890,코스닥
2460,A251120,코스닥
2461,A441270,코스닥
2462,A099390,코스닥
2463,A377460,코스닥
2464,A139990,코스피
2465,A097520,코스피
2466,A036560,코스닥
2467,A002410,코스닥
2468,A024900,코스닥
2469,A002780,코스닥
2470,A005900,코스닥
2471,A017180,코스닥
2472,A000360,코스닥
2473,A014910,코스닥
2474,A119250,코스닥
2475,A005320,코스닥
2476,A014350,코스피
2477,A014350,코스닥
2478,A005360,코스닥
2479,A084010,코스닥
2480,A005980,코스닥
2481,A001570,코스닥
